longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,median_house_value (Predicted),ocean_proximity
-120.79,38.43,40,1391,246,546,214,3.9107,141183.99,129800,INLAND
-118.07,34.13,27,3787,913,1992,853,3.301,208601,251200,INLAND
-118.75,34.18,4,16704,2704,6187,2207,6.6122,358358.2,357600,NEAR OCEAN
-119.84,36.84,12,2396,290,863,258,8.7716,399485.19,229200,INLAND
-118.07,34.07,19,1554,393,1427,370,3.125,185107,207100,<1H OCEAN
-118.19,33.97,34,2700,763,2815,767,2.4196,149520,178400,<1H OCEAN
-121.92,37.33,52,2125,382,930,387,5.2831,305931.01,299500,<1H OCEAN
-118.84,34.17,16,3449,820,1877,816,3.2176,232775.02,187500,<1H OCEAN
-118.26,34.07,52,830,200,701,189,2.7625,224266.04,232100,<1H OCEAN
-121.62,39.16,7,4480,776,2271,767,3.809,137640,110700,INLAND
-118.5,34.45,25,1290,190,689,216,6.0097,288518.02,220200,<1H OCEAN
-116.49,33.82,27,3316,636,2362,532,2.9569,111533,65900,INLAND
-118.29,33.73,30,2835,711,1669,652,3.3616,256646.01,268500,NEAR OCEAN
-118.32,34.08,52,1137,304,754,297,3.37,316758.04,330300,<1H OCEAN
-117.7,33.6,26,1021,230,301,208,2.625,147672.01,80600,<1H OCEAN
-118.18,34.13,39,2902,460,1007,420,6.1953,368939.08,363000,<1H OCEAN
-121.98,37.29,33,2120,349,907,336,7.5443,448357.26,283000,<1H OCEAN
-119.29,36.53,33,1509,352,1734,336,1.625,51644,50300,INLAND
-122.32,37.93,33,296,73,216,63,2.675,117776,22500,NEAR BAY
-118.33,34.01,44,2182,492,878,493,1.9631,170547.01,181300,<1H OCEAN
-122.62,38.92,13,520,115,249,109,1.8417,136031,84700,INLAND
-118.28,33.98,19,883,313,726,277,0.9809,126209,121400,<1H OCEAN
-118.48,34.07,29,4767,777,1500,638,10.7937,497848.94,500001,<1H OCEAN
-118.46,34.22,31,2057,601,2397,579,2.871,190297,184400,<1H OCEAN
-117.25,34.41,13,3682,668,1606,668,2.1875,91441,119700,INLAND
-121.23,37.99,38,523,80,226,72,5.5693,274759.01,153100,INLAND
-122.03,37.83,24,5948,738,1997,710,9.8708,472930.44,500001,NEAR BAY
-117.23,33.38,18,3339,704,1727,652,2.8393,163505,173200,<1H OCEAN
-122.4,37.75,52,1182,307,1029,306,2.0577,200259,214600,NEAR BAY
-119.78,34.45,9,1830,353,1515,220,4.2109,212065,450000,NEAR OCEAN
-122.41,37.78,52,1928,836,2124,739,1.1185,311528.15,55000,NEAR BAY
-121.93,37.4,34,148,28,132,13,3.375,230867,67500,<1H OCEAN
-122.42,37.74,52,2713,624,1370,594,4.6547,348893.13,325700,NEAR BAY
-118.12,34.12,52,2907,317,956,279,15.0001,500001,500001,<1H OCEAN
-121.45,38.58,44,2314,415,796,388,3.4914,153124,153900,INLAND
-118.07,33.82,27,3481,576,1660,560,5.7965,272231,228200,<1H OCEAN
-119.77,36.74,51,1454,235,729,252,3.3125,86213.97,70100,INLAND
-118.17,33.85,37,3714,708,1956,694,4.2218,228145,200500,<1H OCEAN
-117.23,32.86,15,1199,301,510,296,3.6083,266759.07,180100,NEAR OCEAN
-120.66,38.4,18,2144,420,985,381,3.175,122490,118500,INLAND
-121.34,38.01,17,2033,452,1114,446,3.2872,132237,175000,INLAND
-117.06,32.6,25,1075,238,434,234,1.7472,142493.01,94600,NEAR OCEAN
-117.13,32.72,19,1341,435,1048,360,1.975,133078.02,117900,NEAR OCEAN
-121.03,37.62,43,1241,240,612,266,2.8194,111363,81300,INLAND
-118.97,35.38,42,1185,358,1038,299,0.9951,49336,48000,INLAND
-117.14,32.93,16,2412,419,1612,422,4.5086,178720,171100,<1H OCEAN
-122.44,37.79,52,1335,151,402,157,10.8783,497366.95,500001,NEAR BAY
-118.29,34.09,39,336,173,586,151,1.8056,194966,262500,<1H OCEAN
-119.51,34.4,24,3422,596,1763,601,5.2039,268967.01,301300,NEAR OCEAN
-118.31,33.88,33,2147,505,1371,498,2.4219,190804.01,260700,<1H OCEAN
-118.27,33.95,29,1579,351,1056,322,2.3056,126595,98500,<1H OCEAN
-118.43,33.96,16,14891,3984,6270,3595,5.1064,450117.67,283200,<1H OCEAN
-122.31,37.6,34,3225,726,1958,656,3.6811,236390.01,273000,NEAR BAY
-121.24,38.22,28,2593,487,1365,457,3.3929,120713,113000,INLAND
-121.67,36.58,11,5892,837,2327,812,6.1551,324951.12,291800,<1H OCEAN
-121.44,38.47,16,1215,223,787,233,4.1597,152351,95900,INLAND
-117.02,34.03,19,4415,648,1627,619,4.2361,148069,191600,INLAND
-118.4,34.15,44,2515,510,967,484,5.0754,380255.2,374500,<1H OCEAN
-118.08,33.76,27,529,159,193,155,2.0952,180212.01,71300,<1H OCEAN
-118.33,33.87,44,724,133,373,133,3.9167,270016,265600,<1H OCEAN
-118.5,34.24,34,2634,412,1114,423,5.9401,295671.03,315300,<1H OCEAN
-122.28,37.85,44,1025,198,506,204,1.73,121921,147900,NEAR BAY
-122.45,37.77,52,3939,852,1737,797,4.5052,429410.36,500001,NEAR BAY
-121.84,37.33,26,1934,408,2059,416,3.6765,171533,163600,<1H OCEAN
-118.48,34.05,48,3623,528,1282,516,9.5221,496626.95,500001,<1H OCEAN
-121.7,36.84,19,2511,465,1551,450,4.9107,230046,231900,<1H OCEAN
-118.3,34.26,40,1065,214,605,183,4.1964,215581,185900,<1H OCEAN
-117.27,33.03,16,2240,443,1104,416,3.5313,297200.23,148700,NEAR OCEAN
-120.02,38.76,15,3142,618,725,285,4.3333,163002,121400,INLAND
-122.69,38.34,16,1683,341,880,327,3.2857,192125,160200,<1H OCEAN
-117.91,34.13,34,1540,328,1037,317,2.2132,167361,138500,<1H OCEAN
-122,37.54,26,1910,371,852,357,5.8325,314479.01,298900,<1H OCEAN
-118.3,34.25,36,1300,304,688,261,3.1523,185966,176700,<1H OCEAN
-118.29,34.09,34,2716,1114,2991,1021,1.7514,221069,187500,<1H OCEAN
-119.36,36.21,18,1082,202,793,213,2.4032,87299,60000,INLAND
-117.16,32.74,21,1882,486,903,482,3.06,195418,243800,NEAR OCEAN
-118.48,34.47,36,84,12,29,17,3.375,217280,187500,<1H OCEAN
-122.31,37.94,38,2172,403,945,384,4.3958,221472,194200,NEAR BAY
-117.97,34.01,33,2006,381,1410,346,3.7083,175577,165500,<1H OCEAN
-118.1,33.89,36,769,142,498,137,4.7159,194572,182100,<1H OCEAN
-116.24,33.76,9,1961,595,966,275,3.8125,131951,96700,INLAND
-121.98,37.28,26,1182,309,620,306,3.3922,211612,269100,<1H OCEAN
-121.39,38.61,36,2396,536,1225,515,2.9559,106001,136600,INLAND
-118.3,33.75,23,1957,517,1454,526,3.5056,217847,203100,<1H OCEAN
-121.51,38.5,25,4719,745,1857,739,5.0371,171947,180200,INLAND
-122.41,37.66,32,1385,356,1096,353,4.475,259424,246700,NEAR OCEAN
-118.33,33.79,29,4389,873,2069,901,4.1071,293938.01,365600,<1H OCEAN
-120.45,34.64,17,1226,277,484,224,3.2167,205819.01,112500,NEAR OCEAN
-118.53,34.23,27,2131,543,1065,528,3.2404,222741,230400,<1H OCEAN
-122.17,37.78,49,893,177,468,181,3.875,180955,140600,NEAR BAY
-117.09,32.61,23,1157,309,640,313,2.1548,155536.01,118800,NEAR OCEAN
-121.37,37.77,19,2610,474,1290,452,4.1298,168671,222800,INLAND
-116.96,32.78,26,2807,630,1785,580,2.1638,134978,132800,<1H OCEAN
-118.2,34.02,26,36,9,35,9,1.625,255422.03,175000,<1H OCEAN
-118.37,34.08,52,1234,223,543,213,6.0338,359330.03,423700,<1H OCEAN
-119.02,35.42,42,2271,458,1124,447,2.7583,71075,64900,INLAND
-117.22,33.48,5,1585,247,510,181,6.9136,291832.1,493300,<1H OCEAN
-122.06,37.88,34,4781,703,1879,714,6.5378,353282.05,340900,NEAR BAY
-122.43,40.47,16,3552,704,1801,658,2.1496,81688,97700,INLAND
-118.21,33.97,49,1409,313,1268,317,3.9408,177348,170600,<1H OCEAN
-121.29,38.36,17,2193,386,1148,372,4.5272,151818,191700,INLAND
-118.37,34.09,38,4408,1295,1690,1229,3.0156,325730.07,300000,<1H OCEAN
-118.49,34.42,23,4166,756,2082,743,4.4107,218253,213400,<1H OCEAN
-119.29,34.3,24,7637,1705,4647,1623,3.5385,237212,186800,NEAR OCEAN
-122.05,38.26,21,7195,1416,3927,1377,3.0912,136254,126300,INLAND
-121.7,36.77,21,2294,478,1306,430,3.0347,194801.01,227200,<1H OCEAN
-121.22,37.79,5,3107,477,1549,443,4.4766,180248,169400,INLAND
-117.24,34.04,5,1775,234,726,222,7.978,355649.13,223900,INLAND
-118.49,34.05,52,2416,291,810,270,13.8556,500001,500001,<1H OCEAN
-122.46,37.64,17,3523,669,2150,666,4.5938,271558,251200,NEAR OCEAN
-121.22,37.97,37,1514,337,1121,337,2.401,90344,58400,INLAND
-120.66,35.29,16,2272,629,1689,649,1.7031,169345,195000,NEAR OCEAN
-118.46,34.22,35,2288,617,2222,566,2.6299,180939,170700,<1H OCEAN
-118.31,33.82,35,3462,814,1902,700,3.402,259235.01,279900,<1H OCEAN
-121.63,39.13,26,2355,531,1047,497,1.8208,79767,79500,INLAND
-121.4,38.61,37,1994,347,782,355,4.1488,148614,136400,INLAND
-121.12,38.86,17,3949,717,1683,686,3.3802,137139,216500,INLAND
-116.56,33.83,36,1765,399,451,264,2.6083,110111,321900,INLAND
-117.39,34.1,19,1000,211,572,230,2.4028,103268,112500,INLAND
-118.29,34.03,29,3544,1384,3323,1213,1.0219,257601.03,258300,<1H OCEAN
-121.7,39.36,46,1210,243,523,242,1.91,73003,63900,INLAND
-118.87,34.21,26,4439,616,1881,592,6.2935,314572.03,258000,<1H OCEAN
-118.48,34.01,31,2851,804,1410,782,4.0893,349332.15,381500,<1H OCEAN
-122.17,37.76,38,1764,397,987,354,2.4333,136107,98200,NEAR BAY
-122.24,37.81,52,2513,502,1048,518,3.675,251257.02,269900,NEAR BAY
-117.86,33.74,38,2415,642,3242,599,3.425,194699.01,165600,<1H OCEAN
-117.98,34.05,33,1560,315,1467,313,4.1429,172606,159800,<1H OCEAN
-117.3,34.05,6,2155,,1039,391,1.6675,119188,95800,INLAND
-122.87,38.62,52,1514,348,767,354,2.1903,167036.01,160000,<1H OCEAN
-118.52,34.18,42,1611,410,879,386,3.1923,216684,221800,<1H OCEAN
-122.45,37.75,36,1997,356,772,348,4.95,312479.01,322600,NEAR BAY
-119.69,36.41,38,1016,202,540,187,2.2885,74055,75000,INLAND
-121.29,37.99,41,930,191,463,185,3.4141,128645,90600,INLAND
-121.25,37.95,46,2001,428,1384,401,1.9402,77084,62200,INLAND
-119.44,36.6,34,864,184,579,171,2.0417,69146,72500,INLAND
-121.33,38.02,33,2854,489,1109,452,4.3008,155842,136400,INLAND
-123.78,40.05,17,2019,496,899,347,2.1864,106409,101900,<1H OCEAN
-117.99,33.73,20,3182,884,1770,817,3.1912,204150,220800,<1H OCEAN
-118.17,34.08,39,787,181,731,179,3.2279,169146,158500,<1H OCEAN
-117.67,34.04,13,2295,374,1284,378,5.2551,162214,194300,INLAND
-118.07,33.8,17,2439,554,1161,532,3.6442,203230.01,193100,<1H OCEAN
-121.27,38.87,16,2094,358,1092,357,4.4769,162608,191400,INLAND
-122.18,37.7,36,2639,533,1209,519,4.0268,217016,205500,NEAR BAY
-122.44,37.76,52,2509,496,855,478,5.0731,364404.07,405400,NEAR BAY
-122.09,37.99,19,3073,506,1773,493,5.4496,266203.01,205400,NEAR BAY
-117.89,33.8,38,51,12,41,10,6.0224,332722.09,187500,<1H OCEAN
-117.26,33.04,18,2229,346,1088,352,6.3525,356902.1,278300,NEAR OCEAN
-121.82,37.25,25,4021,634,2178,650,5.1663,232591.02,241200,<1H OCEAN
-114.6,33.6,21,1988,483,1182,437,1.625,65472,62000,INLAND
-118.1,34.07,33,3437,1081,3817,1042,2.25,191778,203700,<1H OCEAN
-117.85,33.88,14,4753,681,2138,678,7.3658,357785.08,288500,<1H OCEAN
-118.26,34.14,6,1727,506,1200,439,4.1083,205123,210700,<1H OCEAN
-117.1,32.75,11,2393,726,1905,711,1.3448,131973,91300,NEAR OCEAN
-121.91,37.33,52,2562,410,973,398,4.8854,313414,330600,<1H OCEAN
-118.38,34.19,37,1434,394,1667,404,2.4375,199849.01,176300,<1H OCEAN
-122.28,37.86,52,3007,691,1582,636,2.5652,211794,157700,NEAR BAY
-118.22,34.66,17,3810,662,1867,586,4.9,158006,152400,INLAND
-122.32,38.32,22,2483,528,1478,492,4.0878,165888,164400,NEAR BAY
-121.29,37.93,24,1438,351,1294,342,2.7829,118083,61800,INLAND
-117.18,32.84,31,3064,575,1476,549,3.6667,192589,175900,NEAR OCEAN
-120.95,38.69,10,3421,563,1689,545,5.2032,181602,217100,INLAND
-120.46,34.64,37,1697,334,740,272,2.3804,178356,148000,NEAR OCEAN
-121.19,38.71,11,4415,,1520,627,3.2321,134822,390800,INLAND
-122.03,36.96,28,1607,421,926,385,2.425,214298,216100,NEAR OCEAN
-122.03,37.95,14,3287,793,1601,716,3.1719,170836,220500,NEAR BAY
-118.46,34.16,26,2548,647,1098,540,4.3839,345062.07,299100,<1H OCEAN
-118.34,34.03,46,2437,502,1151,477,2.4444,173986,134100,<1H OCEAN
-116.85,34.98,26,3606,792,1683,608,2.6587,81323,57400,INLAND
-122.47,37.71,37,1046,251,822,239,3.5,233440,224400,NEAR OCEAN
-117.92,34,36,116,30,193,35,3.8125,181563,136300,<1H OCEAN
-119,35.37,41,303,78,216,80,2.2212,91874,55500,INLAND
-121.31,38.68,16,5179,1271,2181,1151,2.1009,121764,82500,INLAND
-120.18,39.28,14,10098,1545,701,254,4.0819,189724,141300,INLAND
-118.35,33.91,31,2583,663,1675,612,3.5234,241147.01,265000,<1H OCEAN
-122.19,37.8,46,1938,341,768,332,4.2727,224856,246900,NEAR BAY
-118.26,34.07,28,579,184,673,202,2.625,148262,187500,<1H OCEAN
-121.92,37.3,35,1335,296,635,296,3.6053,218689,345800,<1H OCEAN
-121.32,39.43,18,1860,409,741,349,1.8672,94655,84700,INLAND
-117.75,33.83,14,2452,296,954,275,8.2375,367337.14,388300,<1H OCEAN
-118.28,33.78,20,2233,591,1915,558,3.2011,193019,169100,<1H OCEAN
-117.83,33.82,26,3259,456,1354,459,5.7817,255037,267600,<1H OCEAN
-118.31,34.09,36,787,420,1506,360,1.2412,197893.02,216700,<1H OCEAN
-122.82,38.61,41,2720,501,987,364,4.0294,242329.01,201700,<1H OCEAN
-117.88,33.76,17,1768,474,1079,436,1.7823,135299,205300,<1H OCEAN
-121.99,38.36,35,2728,451,1290,452,3.2768,122274,117600,INLAND
-117.28,32.84,41,1420,338,640,314,2.9306,231052.03,360300,NEAR OCEAN
-115.52,32.77,18,1715,337,1166,333,2.2417,70227,79200,INLAND
-122.08,37.62,27,1826,309,1016,313,5.64,286023.01,206500,NEAR BAY
-117.12,32.58,26,1360,309,869,328,3.0217,153727,131600,NEAR OCEAN
-118.35,34.06,52,2837,602,1164,551,3.2411,309305.05,250000,<1H OCEAN
-122.28,37.9,52,2261,328,819,335,4.9083,290403.01,346800,NEAR BAY
-122.28,37.82,52,1238,288,622,259,1.5057,113443,87500,NEAR BAY
-121.04,37.6,27,958,184,580,177,2.1875,94757,82800,INLAND
-118.56,34.19,34,1237,242,671,221,3.9615,200479,183600,<1H OCEAN
-122.18,37.74,42,541,154,380,123,2.3456,99566,83500,NEAR BAY
-118.25,33.94,43,793,,736,231,0.8527,138676,90400,<1H OCEAN
-117.8,33.9,22,3760,482,1485,461,7.8537,414141.26,354900,<1H OCEAN
-117.19,32.77,14,3575,992,1645,839,2.4397,153092.01,140600,NEAR OCEAN
-121.4,36.83,11,3701,739,1749,654,3.067,140821,207900,INLAND
-120.24,39.35,8,4195,725,291,115,3.4792,136462,180800,INLAND
-122.22,37.77,52,1137,301,866,259,2.59,179168,96400,NEAR BAY
-119.18,34.21,29,4039,680,1677,644,4.3897,268634.01,257600,NEAR OCEAN
-117.43,34.1,43,1898,418,971,366,2.4735,94340,89900,INLAND
-118.13,34.08,35,2517,662,1883,607,2.5787,190035,223000,<1H OCEAN
-116.92,32.85,23,1378,269,767,266,4.0625,173597,145000,<1H OCEAN
-121.62,39.16,16,2037,464,1267,451,2.4556,111820,97100,INLAND
-121.69,37.14,12,4077,590,1618,540,5.2951,243621,386200,<1H OCEAN
-117.4,33.94,30,1198,251,1019,214,3.0509,109409,82700,INLAND
-118.86,36.41,20,2749,575,1195,491,3.0391,101311,139700,INLAND
-121.61,36.69,19,9899,2617,11272,2528,2.0244,178009.01,118500,<1H OCEAN
-119.35,35.58,13,1657,362,1186,376,1.1903,62265,63200,INLAND
-118.11,34.04,28,3913,696,2264,697,5.2446,270239.02,258000,<1H OCEAN
-122.02,37.31,34,2629,433,1301,431,6.083,328260.02,341400,<1H OCEAN
-115.53,32.97,34,2231,545,1568,510,1.5217,67886,60300,INLAND
-117.36,34.48,3,16533,2549,7588,2285,3.9792,139063,122100,INLAND
-118.33,34.07,52,2248,255,813,265,15.0001,500001,500001,<1H OCEAN
-118.06,34.1,38,1960,330,874,308,4.8594,248070.01,265900,<1H OCEAN
-118.54,34.28,10,7665,999,3517,998,10.8805,487263.7,500001,<1H OCEAN
-119.27,36.18,23,3180,547,1829,498,2.6098,81249,66000,INLAND
-121.79,37.33,10,3283,550,2491,522,6.6633,296448.01,283700,<1H OCEAN
-118.26,34.02,40,1259,362,1499,327,1.8382,124303,126400,<1H OCEAN
-122.45,37.73,52,1350,241,752,246,3.2448,288211.01,266200,NEAR BAY
-119.27,34.26,23,3578,753,1455,649,4.1898,258008.01,359100,NEAR OCEAN
-118.14,34.68,33,2815,485,1447,489,4.2679,140663.95,119600,INLAND
-122.34,37.93,32,2389,652,1672,584,1.4423,153860,88300,NEAR BAY
-117.46,33.94,26,2481,620,2411,552,1.7059,90326,85800,INLAND
-118.38,34.05,40,2352,598,1133,563,3.238,356693.16,287500,<1H OCEAN
-116.99,33.77,7,10352,2007,3559,1689,2.2925,114766,113100,INLAND
-121.79,37.32,20,3034,451,1669,430,6.2742,298557.01,241300,<1H OCEAN
-118.22,34.19,31,4704,920,1895,886,4.9297,285375.03,400000,<1H OCEAN
-121.44,37.7,5,1365,196,591,156,6.0389,228381,215100,INLAND
-118.15,33.92,30,915,234,646,211,2.5208,169447,182800,<1H OCEAN
-116.37,33.72,19,6190,1355,2242,1043,3.0021,123722,152300,INLAND
-118.02,33.71,24,2598,443,1184,435,5.8623,270888,287800,<1H OCEAN
-122.02,38.37,16,2495,331,1118,338,6.4894,254960,198000,INLAND
-117.86,33.72,32,1461,340,1909,346,3.5511,168726,159100,<1H OCEAN
-118.15,33.87,29,2690,659,1747,617,3.3713,198475,198200,<1H OCEAN
-121.57,37.01,44,1448,393,1066,357,2.0625,73147,170300,INLAND
-118.29,33.98,46,1118,300,786,254,1.4042,112442,110000,<1H OCEAN
-118.32,33.8,29,3254,717,1593,680,4.0536,293523,285800,<1H OCEAN
-118.85,34.19,27,2287,320,967,321,6.5162,349193.1,349400,<1H OCEAN
-117.3,33.25,22,2329,419,1456,381,3.7933,250069.13,131000,<1H OCEAN
-121.3,38.67,20,1234,208,649,211,4.8523,144702,143000,INLAND
-117.64,33.66,6,5221,1217,2597,1119,4.6076,250447.05,204000,<1H OCEAN
-119.81,34.45,24,3678,567,1554,570,6.5173,380975.28,334000,NEAR OCEAN
-122.78,38.97,11,5175,971,2144,792,3.0466,149215,97300,INLAND
-118.26,34.03,49,299,90,287,68,1.2096,194085.01,100000,<1H OCEAN
-120.23,39.36,7,2045,358,245,92,4.0481,156849,152300,INLAND
-121.91,37.44,26,1669,276,951,278,4.7794,243794,225800,<1H OCEAN
-122.04,37.94,24,5732,873,2444,888,5.6292,284432,231400,NEAR BAY
-119.31,36.34,32,1893,453,1744,425,1.4729,53910,54100,INLAND
-121,37.64,43,311,95,293,94,1.2902,79086,67500,INLAND
-120.57,35.11,18,2920,556,1068,552,3.5242,221444,156800,<1H OCEAN
-117.26,34.13,39,3521,747,2256,721,2.1375,79294,87500,INLAND
-121.55,39.06,25,1332,247,726,226,2.25,91290,63400,INLAND
-117.94,33.64,24,1097,307,470,333,1.6389,169228.01,225000,<1H OCEAN
-118.35,34.02,27,3358,1069,2415,956,1.4589,190688,87500,<1H OCEAN
-118.1,34.7,5,10356,1647,4562,1427,4.9806,152569,141100,INLAND
-118.43,34.01,43,1487,242,675,247,5.3403,356276.07,489800,<1H OCEAN
-115.95,33.28,12,99,25,37,17,1.8958,88246,53800,INLAND
-118.35,34.08,52,1801,313,714,293,4.6838,337827,479000,<1H OCEAN
-122.28,37.49,29,4148,635,1638,627,6.912,421943.27,457200,NEAR OCEAN
-122.28,37.96,35,1579,243,734,264,5.5,296936,201000,NEAR BAY
-117.13,32.58,27,1417,373,814,348,2.3603,203979.04,195300,NEAR OCEAN
-122.38,37.73,20,120,27,55,19,2.625,172572,187500,NEAR BAY
-117.26,32.85,30,3652,499,978,462,8.2374,471353.69,500001,NEAR OCEAN
-120.55,38.07,27,1199,224,463,199,2.9063,119103,92200,INLAND
-118.1,33.86,21,3052,624,1588,568,4.3397,227821,268100,<1H OCEAN
-118.31,34.06,52,2124,756,1920,756,2.1435,217600.01,328900,<1H OCEAN
-117.98,33.7,17,1989,411,1401,453,4.1603,200803,160500,<1H OCEAN
-121.55,39.09,31,1728,365,1167,384,1.4958,57486,53400,INLAND
-121.5,38.49,29,3606,690,2317,696,2.7368,115155,78200,INLAND
-117.37,34,41,1248,278,770,250,3.025,107550,90600,INLAND
-121.37,38.56,18,2129,363,815,347,2.7679,106876,118000,INLAND
-117.76,34.06,47,508,108,384,86,1.9583,113074,92600,INLAND
-117.01,32.75,34,2105,340,973,357,4.3088,195743,152500,<1H OCEAN
-118.56,34.19,35,782,144,425,140,5.4548,287392.01,201400,<1H OCEAN
-119.08,34.17,32,166,22,63,29,7.3004,435423.29,125000,NEAR OCEAN
-118.13,33.97,34,1736,297,823,292,5.4042,243764,241600,<1H OCEAN
-119.67,36.73,27,2845,417,1219,460,4.9196,136015,117900,INLAND
-117.94,33.82,34,1347,212,676,201,3.8828,197040,215400,<1H OCEAN
-118.26,33.95,44,1513,369,1088,344,1.2969,95919,94400,<1H OCEAN
-118.08,33.92,39,1631,322,1034,328,4.5382,205821,165700,<1H OCEAN
-122.3,37.87,10,503,118,228,100,2.1705,130693,150000,NEAR BAY
-122.47,37.61,34,4551,837,2208,834,5.4364,304058.02,279300,NEAR OCEAN
-122.21,37.47,26,1777,555,1966,497,3.0472,206535,211000,NEAR OCEAN
-121.81,37.25,20,3398,771,1231,744,2.0288,231800.06,350000,<1H OCEAN
-118.41,34.18,35,1975,384,882,406,4.375,235050.01,291700,<1H OCEAN
-121.39,38.62,27,5693,1487,2334,1387,2.2844,108657,170500,INLAND
-118.34,34.01,37,4291,1102,1941,953,1.7945,186129.01,106300,<1H OCEAN
-118.37,34.05,35,2457,552,1159,523,3.0862,304166.1,345300,<1H OCEAN
-121.75,37.69,26,2647,536,1422,522,3.7212,160053,183800,INLAND
-122.27,38.28,37,1170,303,766,302,2.6618,129642,136200,NEAR BAY
-117.05,32.81,17,1885,292,771,301,5.6402,236689,228600,<1H OCEAN
-117.68,34.99,33,1589,307,853,272,4.2292,133974.96,64400,INLAND
-121.98,37.29,31,2750,664,1459,660,3.2287,248371,264900,<1H OCEAN
-117.58,33.87,17,2772,449,1685,461,5.0464,156486,163900,INLAND
-118.41,33.98,33,3331,777,1695,735,3.9727,327859.06,307200,<1H OCEAN
-121.97,37.35,36,815,126,353,122,6.3191,326820.05,258300,<1H OCEAN
-118.23,33.91,34,661,146,742,143,2.1734,122139,88200,<1H OCEAN
-122.28,37.54,37,991,180,463,177,5.1701,334436.05,294200,NEAR OCEAN
-119.65,37.32,11,2161,448,820,405,2.3565,100421,122300,INLAND
-118.36,33.91,42,1949,422,1184,423,4.3333,242399,225600,<1H OCEAN
-118.49,34.06,42,2861,360,829,310,15.0001,500001,500001,<1H OCEAN
-118.19,34.06,44,1734,364,1133,351,2.5132,152174,163100,<1H OCEAN
-121.46,38.51,32,2437,592,1596,557,1.68,76519,84100,INLAND
-120.95,37.67,15,3062,584,1624,538,4.3864,165320,137600,INLAND
-116.66,33.09,24,1378,272,532,188,1.5909,68161,221900,INLAND
-119.78,36.77,45,1315,256,666,240,2.3562,63170,58100,INLAND
-122.26,37.83,52,1470,330,689,309,3.48,221876.01,191400,NEAR BAY
-122.18,37.88,36,542,119,231,121,4.9,262131.03,354200,NEAR BAY
-118.61,34.17,19,5944,1345,2372,1250,3.8819,291697.14,328900,<1H OCEAN
-115.37,32.81,23,1458,294,866,275,2.3594,97204,74300,INLAND
-119.03,36.13,24,2259,408,1169,395,1.7106,57862,95500,INLAND
-119.1,36.4,23,1885,363,1056,338,3.2159,88534,92800,INLAND
-121.43,38.56,41,1105,227,443,210,3.1827,114662,131700,INLAND
-119.24,34.28,41,1280,240,608,252,4.4038,281899.04,229100,NEAR OCEAN
-117.08,32.62,36,1674,309,818,307,3.4773,146141,150400,NEAR OCEAN
-122.14,37.47,36,2081,412,1931,373,3.7917,221040.01,160600,NEAR BAY
-117.92,33.73,14,5147,1182,3171,1126,3.9929,199670,225800,<1H OCEAN
-122.45,37.71,34,3131,669,2204,600,3.5536,283507,251000,NEAR OCEAN
-119.8,36.77,52,2964,512,1114,486,3.8105,100625.95,87600,INLAND
-118.83,34.14,16,1316,194,450,173,10.1597,485515.89,500001,NEAR OCEAN
-121.03,37.69,6,2607,557,1266,475,3.4632,137177,137700,INLAND
-121.61,37.15,16,5498,729,2051,694,7.8601,419175.07,416300,<1H OCEAN
-121.85,37.41,25,1837,278,1006,271,6.6842,327600.05,265300,<1H OCEAN
-118.35,34.09,47,1800,546,921,478,2.8021,309458.13,280600,<1H OCEAN
-121.81,37.35,28,3477,671,2990,648,4.4671,213526,172600,<1H OCEAN
-117.18,32.81,28,3436,537,1503,498,4.7679,195804,204000,NEAR OCEAN
-122.45,38.27,25,5024,881,1994,838,4.2237,244580.02,262300,NEAR BAY
-118.96,34.19,16,1807,346,587,296,1.9811,197164.02,162500,<1H OCEAN
-116,34.12,32,3163,712,1358,544,2.125,81949,57700,INLAND
-120.42,34.96,19,2298,511,1246,513,2.212,148250,132000,<1H OCEAN
-122.09,37.4,36,1575,379,1036,382,5.1408,333486.02,264700,NEAR BAY
-116.95,33.97,14,5320,974,1947,843,3.1393,130238,116300,INLAND
